item_code,product_description
TC-RR3LLF06-W,Wardah Refill Lightening Powder Foundation Light Feel 06 Ivory 12 g
TC-RR3LLF07-W,Wardah Refill Lightening Powder Foundation Light Feel 07 Honey Beige 12 g
TC-RRE01-W,Wardah Refill Exclusive Two Way Cake 01 Sheer Pink 12 g
TC-RRE02-W,Wardah Refill Exclusive Two Way Cake 02 Light Beige 12 g
TC-RRE03-W,Wardah Refill Exclusive Two Way Cake 03 Sandy Beige 12 g
TC-RRE04-W,Wardah Refill Exclusive Two Way Cake 04 Natural 12 g
TC-RRE05-W,Wardah Refill Exclusive Two Way Cake 05 Coffee Beige 12 g
TC-RVPMC31-MO,MAKE OVER Powerstay Matte Powder Foundation C31 Pink Beige 12 g
TC-RVPMC41-MO,MAKE OVER Powerstay Matte Powder Foundation C41 Cool Sand 12 g
TC-RVPMC51-MO,MAKE OVER Powerstay Matte Powder Foundation C51 Cool Tan 12 g
TC-RVPMW12-MO,MAKE OVER Powerstay Matte Powder Foundation W12 Warm Marble 12 g
TC-RVPMW21-MO,MAKE OVER Powerstay Matte Powder Foundation W21 Coral Ivory 12 g
TC-RVPMW32-MO,MAKE OVER Powerstay Matte Powder Foundation W32 Warm Beige 12 g
TC-RVPMW50-MO,MAKE OVER Powerstay Matte Powder Foundation W50 Creme Tan 12 g
TC-RVPMW60-MO,MAKE OVER Powerstay Matte Powder Foundation W60 Creme Cocoa 12 g
TC-W3ELB2-W12G,Wardah Evd Lum Two Way Cake 02 Beige 12 g (Pc(s))
TC-W3ELI3-W12G,Wardah Evd Lum Two Way Cake 03 Ivory 12 g (Pc(s))
TC-W3ELLB1-W12G,Wardah Evd Lum Two Way Cake 01 Light Beige 12 g (Pc(s))
TC-W3ELLI4-W12G,Wardah Evd Lum Two Way Cake 04 Light Ivory 12 g (Pc(s))
TC-W3RELB2-W12G,Wardah Refill Evd Lum Two Way Cake 02 Beige 12 g (Pc(s))
TC-W3RELI3-W12G,Wardah Refill Evd Lum Two Way Cake 03 Ivory 12 g (Pc(s))
TC-W3RELLB1-W12G,Wardah Refill Evd Lum Two Way Cake 01 Light Beige 12 g (Pc(s))
TC-W3RELLI4-W12G,Wardah Refill Evd Lum Two Way Cake 04 Light Ivory 12 g (Pc(s))
TES-LEVLCR-W,Wardah Tester Everyday! Matte Lip Shot
TWC-CLFTA-W,Wardah Colorfit Velvet Powder Foundation 11C Pink Fair 11 g
TWC-CLFTB-W,Wardah Colorfit Velvet Powder Foundation 22N Light Ivory 11 g
TWC-CLFTC-W,Wardah Colorfit Velvet Powder Foundation 23W Warm Ivory 11 g
TWC-CLFTD-W,Wardah Colorfit Velvet Powder Foundation 32N Neutral Beige 11 g
TWC-CLFTE-W,Wardah Colorfit Velvet Powder Foundation 33W Olive Beige 11 g
TWC-CLFTF-W,Wardah Colorfit Velvet Powder Foundation 43W Golden Sand 11 g
TWC-CLFTG-W,Wardah Colorfit Velvet Powder Foundation 42N Neutral Sand 11 g
TWC-CLFTH-W,Wardah Colorfit Velvet Powder Foundation 52N Almond 11 g
TWC-CLFTRA-W,Wardah Colorfit Velvet Powder Foundation Refill 11C Pink Fair 11 g
TWC-CLFTRB-W,Wardah Colorfit Velvet Powder Foundation Refill 22N Light Ivory 11 g
TWC-CLFTRC-W,Wardah Colorfit Velvet Powder Foundation Refill 23W Warm Ivory 11 g
TWC-CLFTRD-W,Wardah Colorfit Velvet Powder Foundation Refill 32N Neutral Beige 11 g
TWC-CLFTRE-W,Wardah Colorfit Velvet Powder Foundation Refill 33W Olive Beige 11 g
TWC-CLFTRF-W,Wardah Colorfit Velvet Powder Foundation Refill 43W Golden Sand 11 g
TWC-CLFTRG-W,Wardah Colorfit Velvet Powder Foundation Refill 42N Neutral Sand 11 g
TWC-CLFTRH-W,Wardah Colorfit Velvet Powder Foundation Refill 52N Almond 11 g
TWC-OMGD-OMG,OMG Oh My Glam Coverlast Two Way Cake 41W Sand 12 g
TWC-OMGL-OMG,OMG Oh My Glam Coverlast Two Way Cake 21W Light 12 g
TWC-OMGM-OMG,OMG Oh My Glam Coverlast Two Way Cake 32N Natural 12 g
WJ-P1WS-P100,Putri Wet Jelly 100 ML (Pc(s))
WL-P1-P100,Putri Wet Look 100 ML (Pc(s))
